化学式,dHmix,dSmix,dGmix,电子数差,原子尺寸差,电子浓度,元素种类,密度,熔点,硬度
HfMoNbTiZr,-1.6,13.38,634.561604,0.31,5.06,4.6,5,8.7,2444.2,20.44
HfMoNbTiZr,-1.6,13.38,634.561604,0.31,5.06,4.6,5,8.7,2444.2,20.44
HfMoNbTiZr,-1.6,13.38,634.561604,0.31,5.06,4.6,5,8.7,2444.2,20.44
HfMoNbTiZr,-1.6,13.38,634.561604,0.31,5.06,4.6,5,8.7,2444.2,20.44
HfMoNbTiZr,-1.6,13.38,634.561604,0.31,5.06,4.6,5,8.7,2444.2,20.44
HfMoNbTiZr,-1.6,13.38,634.561604,0.31,5.06,4.6,5,8.7,2444.2,20.44
HfMoTaTiZr,-1.92,13.38161053,597.8068035,0.311229819,6.087901644,4.6,5,10.21042994,2302.643987,17.95222497
HfMoTaTiZr,-1.92,13.38161053,597.8068035,0.311229819,6.087901644,4.6,5,10.21042994,2302.643987,17.95222497
HfMoTaTiZr,-1.92,13.38161053,597.8068035,0.311229819,6.087901644,4.6,5,10.21042994,2302.643987,17.95222497
HfNb0.18Ta0.18Ti1.27Zr,0.980655458,11.45272946,532.8091979,0.114630243,4.491803564,4.099722992,5,8.511396386,2037.139276,26.98105416
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZr,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523,12.41
HfNbTaTiZrMoW,-2.93877551,16.17919618,596.7681774,0.38134563,6.024071519,4.857142857,7,11.08932892,2323.686817,14.29667975
HfNbTaTiZrMoW,-2.93877551,16.17919618,596.7681774,0.38134563,6.024071519,4.857142857,7,11.08932892,2323.686817,14.29667975
HfNbTaTiZrMoW,-2.93877551,16.17919618,596.7681774,0.38134563,6.024071519,4.857142857,7,11.08932892,2323.686817,14.29667975
HfNbTaTiZrMoW,-2.93877551,16.17919618,596.7681774,0.38134563,6.024071519,4.857142857,7,11.08932892,2323.686817,14.29667975
HfNbTaTiZrW,-3.222222222,14.8975162,639.1645544,0.354483192,5.720897965,4.666666667,6,11.20730067,2476.410793,12.7122289
HfNbTaTiZrW,-3.222222222,14.8975162,639.1645544,0.354483192,5.720897965,4.666666667,6,11.20730067,2476.410793,12.7122289
HfNbTaTiZrW,-3.222222222,14.8975162,639.1645544,0.354483192,5.720897965,4.666666667,6,11.20730067,2476.410793,12.7122289
HfNbTaZr,3.5,11.53,697.736195,0.12,3.95,4.5,4,11.06,2668.5,8.79
HfNbTaZr,3.5,11.53,697.736195,0.12,3.95,4.5,4,11.06,2668.5,8.79
HfNbTaZr,3.5,11.53,697.736195,0.12,3.95,4.5,4,11.06,2668.5,8.79
HfNbTi,2.666666667,9.134370237,552.1854746,0.129614814,4.289381563,4.333333333,3,9.175686665,2092.666667,8.103842005
HfNbTiZr,2.5,11.53,609.5544375,0.13,4.12,4.25,4,8.4,2331.25,10.75
HfNbTiZr,2.5,11.53,609.5544375,0.13,4.12,4.25,4,8.4,2331.25,10.75
HfNbTiZr,2.5,11.53,609.5544375,0.13,4.12,4.25,4,8.4,2331.25,10.75
HfNbTiZr,2.5,11.53,609.5544375,0.13,4.12,4.25,4,8.4,2331.25,10.75
HfTaTiZr,1.75,11.52629192,565.9615911,0.10401322,4.851813611,4.25,4,10.20859028,2164.5,16.05546601
Mg50(AlCuMnZn)50,-1,11.52629192,179.0921091,0.206514981,8.457736664,5.125,5,3.642828346,684.9373515,11.0431945
Mo0.1NbTiV0.3Zr,0.795847751,11.62138489,526.645105,0.160399857,6.082539185,4.441176471,5,6.614127369,2014.87145,33.41088529
Mo0.3NbTiV0.3Zr,-0.277777778,12.31867362,533.7753425,0.213663482,6.200685176,4.527777778,5,6.78040681,2047.617402,102.9195942
Mo0.3NbTiVZr,-1.254732288,12.82599837,527.7013013,0.197323903,7.007082731,4.604651163,5,6.696356442,2028.267824,23.52532212
Mo0.5NbHf0.5ZrTiSi0.1,-6.472337894,13.60418835,543.450191,0.261445895,6.690756057,4.487804878,6,7.750207975,2095.086501,4.977789471
Mo0.5NbHf0.5ZrTiSi0.3,-17.22011898,14.16626487,538.3708719,0.265227435,8.123389588,4.465116279,6,7.491006993,2080.053791,1.935881409
Mo0.5NbHf0.5ZrTiSi0.5,-26.07407407,14.42664317,534.1002819,0.267807744,9.173947605,4.444444444,6,7.255465216,2065.666635,1.294054505
Mo0.5NbTiV0.3Zr,-1.135734072,12.6484181,540.7452915,0.247688063,6.280554938,4.605263158,5,6.932026792,2076.985372,26.17293565
Mo0.7NbTiV0.3Zr,-1.825,12.79604395,547.3300195,0.271583205,6.331916559,4.675,5,7.07084407,2103.472418,16.66376159
Mo0.7NbTiVZr,-2.209144409,13.30882902,540.038201,0.250581939,6.926019286,4.723404255,5,6.959372709,2079.548597,14.17366073
Mo1.3NbTiV0.3Zr,-3.194706994,12.72470095,564.6233108,0.312228786,6.375459348,4.847826087,5,7.424872496,2169.343413,9.728591172
Mo1.3NbTiVZr,-3.104307583,13.33102043,556.1182839,0.291553089,6.774937147,4.867924528,5,7.287688658,2141.655076,10.37004708
Mo1.5NbHfZrTi,-2.644628099,13.2546386,567.5024221,0.338145159,6.336433278,4.727272727,5,8.815544992,2184.851594,12.31928331
